,title,authors,isbn,publisher,categories,thumbnail
2564,Eat  Pray  Love,Elizabeth Gilbert,0143038419,Riverhead Books,Biography & Autobiography,http://books.google.com/books/content?id=zquLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2565,The World as Will and Representation  Vol. 1,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,0486217612,Dover Publications,Philosophy,http://books.google.com/books/content?id=KM6XiJqLhucC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2566,The Schopenhauer Cure,Irvin D. Yalom,0060938102,Harper Perennial Modern Classics,Fiction,http://books.google.com/books/content?id=aDG4lgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2567,Essentials of Classic Italian Cooking,Marcella Hazan/Karin Kretschmann,039458404X,Knopf Publishing Group,Cooking,http://books.google.com/books/content?id=TKFCulve1Z0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2568,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini/Joan Emerson,0684825007,Touchstone,History,http://books.google.com/books/content?id=h4DGyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2569,The Lost Lunar Baedeker: Poems of Mina Loy,Mina Loy/Roger L. Conover,0374525072,Farrar  Straus and Giroux,Poetry,http://books.google.com/books/content?id=NIHZ7OuZSEYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2570,Lost Boy Lost Girl,Peter Straub,0449149919,Ballantine Books,Fiction,http://books.google.com/books/content?id=YWrcm8VcvbYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2571,Shadowland,Peter Straub,0425188221,Berkley,Fiction,http://books.google.com/books/content?id=glulPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2572,Ghost Story,Peter Straub,0671685635,Pocket Books / Simon & Schuster  Inc.,Fiction,http://books.google.com/books/content?id=IU18-v_3Tm4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2573,Floating Dragon,Peter Straub,0425189643,Berkley,Fiction,http://books.google.com/books/content?id=4WI-veLZdcsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2574,Color: A Natural History of the Palette,Victoria Finlay,0812971426,Random House Trade Paperbacks,Art,http://books.google.com/books/content?id=dnvTmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2575,Vincent's Colors,Vincent van Gogh/Metropolitan Museum of Art/William Lach,0811850994,Chronicle Books,Juvenile Nonfiction,http://books.google.com/books/content?id=fnvzBjc_TTMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2576,Flinx's Folly (Pip & Flinx #9),Alan Dean Foster,0345450396,Del Rey,Fiction,http://books.google.com/books/content?id=orfvplMu83wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2577,Chilly Scenes of Winter,Ann Beattie,0679732349,Vintage,Fiction,http://books.google.com/books/content?id=eGjw1o1IQ5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2578,Birds of America,Lorrie Moore,0312241224,Picador USA,Fiction,http://books.google.com/books/content?id=pLBTgtXCPkkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2579,Who Will Run the Frog Hospital?,Lorrie Moore,1400033829,Vintage,Juvenile Fiction,http://books.google.com/books/content?id=wuymEj8Mjq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2580,Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,0425143325,Berkley Books,Fiction,http://books.google.com/books/content?id=L-2QP0PdHTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2581,Debt of Honor (Jack Ryan  #7),Tom Clancy,0425147584,Berkley Books,Fiction,http://books.google.com/books/content?id=AQ5ZlsUaLRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2582,The Archimedes Effect (Tom Clancy's Net Force  #10),Steve Perry/Larry Segriff/Tom Clancy/Steve Pieczenik,0425204243,Berkley,Fiction,http://books.google.com/books/content?id=Kz7wchIx_IoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2583,Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers/Russell Davis/Tom Clancy/Steve Pieczenik,0425183033,Berkley,Juvenile Fiction,http://books.google.com/books/content?id=SquFLWvehXEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2584,Cybernation (Tom Clancy's Net Force  #6),Steve Perry/Tom Clancy/Steve Pieczenik,0425182673,Berkley,Fiction,http://books.google.com/books/content?id=5DBTxODXUFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2585,Virtual Vandals (Tom Clancy's Net Force Explorers  #1),Diane Duane/Tom Clancy/Steve Pieczenik,0425161730,Berkley,Fiction,http://books.google.com/books/content?id=gU7JugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2586,Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin/Tom Clancy/Steve Pieczenik,0425186709,Berkley Books,Fiction,http://books.google.com/books/content?id=a3kF3ax9QqkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2587,The Bear and the Dragon (John Clark  #3),Tom Clancy,0425180964,Berkley Books,Fiction,http://books.google.com/books/content?id=1Pp6gCAAQocC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2588,Breaking Point (Tom Clancy's Net Force  #4),Steve Perry/Tom Clancy/Steve Pieczenik,0425176932,Berkley,Fiction,http://books.google.com/books/content?id=w4m2uNG4qesC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2589,Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,0425157709,Berkley,History,http://books.google.com/books/content?id=g6jaQrjpkdAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2590,John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,0879387556,Motorbooks International,Technology & Engineering,http://books.google.com/books/content?id=Tp1xPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2591,Corvette: Fifty Years,Randy Leffingwell/David Newhardt,0760320063,Motorbooks,Transportation,http://books.google.com/books/content?id=59GF-oidcgQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2592,Complete Guide to OneNote,W. Frederick Zimmerman/Chris Pratley,1590592166,Apress,Computers,http://books.google.com/books/content?id=swoszQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2593,The Echo Maker,Richard Powers,0374146357,Farrar Straus Giroux,Fiction,http://books.google.com/books/content?id=4yk5CoXe67oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2594,Power vs. Force,David R. Hawkins,1561709336,Hay House,"Body, Mind & Spirit",http://books.google.com/books/content?id=mBjdVXnduRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2595,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,0553345893,Little  Brown & Company (Boston/Toronto),History,http://books.google.com/books/content?id=f9dOPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2596,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,0385313489,Delta,Biography & Autobiography,http://books.google.com/books/content?id=uxOzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2597,Moon-Flash (Kyreol  #1-2),Patricia A. McKillip,0142403016,Firebird,Juvenile Fiction,http://books.google.com/books/content?id=wS-Xhel9LLUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2598,Harrowing the Dragon,Patricia A. McKillip,0441014437,Ace Books,Fiction,http://books.google.com/books/content?id=bzZ8DlRNuLcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2599,Cygnet (Cygnet  #1-2),Patricia A. McKillip,0441014836,Ace Books,Fiction,http://books.google.com/books/content?id=MpIAun4PE3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2600,Changeling Storytellers Guide,Mark  Hunter/Ian Lemke,1565047087,White Wolf Games Studio,Games,http://books.google.com/books/content?id=3sMLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2601,The Blood Wood (Earthdawn 6113),FASA Corporation/Ian Lemke/Louis J. Prosperi,1555603130,FASA Corporation,Games & Activities,http://books.google.com/books/content?id=rJFrwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2602,Assembling California,John McPhee,0374523932,Farrar  Straus and Giroux,Science,http://books.google.com/books/content?id=peRjDOETl_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2603,Master of Swords (Mageverse #4),Angela Knight,0425209210,Berkley Sensation,Fiction,http://books.google.com/books/content?id=CMw6BYhoKwAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2604,Master of the Night (Mageverse #1),Angela Knight,0425198804,Berkley Sensation,Fiction,http://books.google.com/books/content?id=5btUGgdAf-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2605,Captive Dreams,Angela Knight/Diane Whiteside,0425207757,Berkley Trade,Fiction,http://books.google.com/books/content?id=OfalgZ26vJUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2606,Master of Dragons (Mageverse #5),Angela Knight,0425214249,Berkley Sensation,Fiction,http://books.google.com/books/content?id=CHpfhQd0FnwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2607,Master of the Moon (Mageverse #2),Angela Knight,0425203573,Berkley Sensation,Fiction,http://books.google.com/books/content?id=ByzM683ANPIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2608,Jane's Warlord (Warlord #1),Angela Knight,0425196844,Berkley Sensation,Fiction,http://books.google.com/books/content?id=cF_DKUqzMtgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2609,Over The Moon (Mageverse #3.5),Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,0425213439,Berkley Sensation,Fiction,http://books.google.com/books/content?id=DspEXFnOn1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2610,Artesia Volume 1,Mark Smylie,193238622X,Archaia,Comics & Graphic Novels,http://books.google.com/books/content?id=UZ8zngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2611,Law of Enclosures,Dale Peck,067100347X,Washington Square Press,Fiction,http://books.google.com/books/content?id=eYkgIE2OIigC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2612,The Drift House: The First Voyage,Dale Peck,159990005X,Bloomsbury Publishing PLC,Juvenile Fiction,http://books.google.com/books/content?id=kbwPYAYoJlcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2613,Through a Brazen Mirror,Delia Sherman/Cortney Skinner/Ellen Kushner,1885865244,Circlet Press,Fiction,http://books.google.com/books/content?id=ajlbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2614,The Porcelain Dove,Delia Sherman,0452272262,Plume,Fiction,http://books.google.com/books/content?id=C43gAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2615,Interfictions: An Anthology of Interstitial Writing,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,1931520240,Small Beer Press,Fiction,http://books.google.com/books/content?id=w9wHTZwJpMEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2616,Killing Time,Cynthia Harrod-Eagles,0380732025,Avon Books,Fiction,http://books.google.com/books/content?id=1G1LIqJGdN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2617,The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,0751506478,Little  Brown Book Group,Fiction,http://books.google.com/books/content?id=tyqLOQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2618,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,0751533459,Little  Brown Book Group,Fiction,http://books.google.com/books/content?id=stJpGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2619,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,0751506451,Little  Brown Book Group,Fiction,http://books.google.com/books/content?id=o37aGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2620,Joy Within,Joan Goldstein/Manuela Soares,0671763792,Simon  Schuster,"Body, Mind & Spirit",http://books.google.com/books/content?id=qEAx4Rid6d4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2621,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,0590103873,Teaching Resources,Juvenile Nonfiction,http://books.google.com/books/content?id=9HKHFJuu5OQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2622,Persuasive Writing: Mini-Lessons  Strategies  Activities,Tara MacCarthy/Drew Hires,0590209345,Scholastic,Juvenile Nonfiction,http://books.google.com/books/content?id=juB6zbcyUBQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2623,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,1578068010,University Press of Mississippi,Biography & Autobiography,http://books.google.com/books/content?id=rsd_mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2624,The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason/Brenton G. Yorgason,087747785X,Deseret Book Company,Fiction,http://books.google.com/books/content?id=2g5GO7mjmEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2625,A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,0764226460,Bethany House Publishers,Fiction,http://books.google.com/books/content?id=j6ENAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2626,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,158297294X,Writer's Digest Books,Language Arts & Disciplines,http://books.google.com/books/content?id=0arFsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2627,Deadlock,James Scott Bell,0310243882,Zondervan,Fiction,http://books.google.com/books/content?id=d3aFumJZHiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2628,Breach of Promise,James Scott Bell,0310243874,Zondervan,Fiction,http://books.google.com/books/content?id=RNpBD41SNMcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2629,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,0393924912,W. W. Norton & Company,Poetry,http://books.google.com/books/content?id=fmk3HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2630,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,0060786736,William Morrow,Fiction,http://books.google.com/books/content?id=MMG3b9fo-hYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2631,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,0312965680,St. Martin's Paperbacks,Fiction,http://books.google.com/books/content?id=4yoOmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2632,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,0553586610,Bantam,Fiction,http://books.google.com/books/content?id=6c_kD_HSfu4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2633,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,0553583158,Bantam Books,Fiction,http://books.google.com/books/content?id=p_pvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2634,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,0553583174,Bantam,Fiction,http://books.google.com/books/content?id=0ZvbnCsgUb0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2635,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,0553583166,Bantam,Fiction,http://books.google.com/books/content?id=qfpvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2636,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,0312971281,St. Martin's Press,Fiction,http://books.google.com/books/content?id=I9yZKs30ChMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2637,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,0765312921,Tor Books,Fiction,http://books.google.com/books/content?id=gGlnvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2638,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,0553580337,Spectra Books,Fiction,http://books.google.com/books/content?id=wb8Z4Bc3_I8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2639,Doctor Who: The Inside Story,Gary Russell,056348649X,BBC Books,Performing Arts,http://books.google.com/books/content?id=BDsfK1WPuXgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2640,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,1844350487,Big Finish,Fiction,http://books.google.com/books/content?id=EJFdOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2641,The Dark City (Eliot Ness  #1),Max Allan Collins,0727862421,Severn House Publishers,Fiction,http://books.google.com/books/content?id=pu0SAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2642,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson/Charles Neider,030680882X,Da Capo Press,Literary Collections,http://books.google.com/books/content?id=qDS8tQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2643,A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,0689823827,Simon & Schuster Books for Young Readers,Juvenile Fiction,http://books.google.com/books/content?id=luTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2644,Have Space Suit—Will Travel,Robert A. Heinlein,1416505490,Pocket Books,Fiction,http://books.google.com/books/content?id=BG3SjVi5AvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2645,Practicalities,Marguerite Duras/Barbara Bray,0802133118,Grove Press,Biography & Autobiography,http://books.google.com/books/content?id=xWgc9M7DCp8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2646,India Song,Marguerite Duras/Barbara Bray,0802131352,Grove Press,Drama,http://books.google.com/books/content?id=2m160YyDxx4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2647,Clown,Quentin Blake,0805059334,Henry Holt and Co. (BYR),Juvenile Fiction,http://books.google.com/books/content?id=8m6mB0S8LmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2648,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,1903015073,Barn Owl Books,Children's stories,http://books.google.com/books/content?id=y2plAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2649,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,1567923232,David R. Godine,Inventions,http://books.google.com/books/content?id=XCNQ0jRHtKIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
